"L6","第1766回","2023/02/13","16","19","25","26","35","43",100,"38",100,"1口","600,000,000円","539,361,496円"
"L6","第1765回","2023/02/09","01","10","15","19","20","32",100,"06",100,"該当なし","該当なし","809,588,526円"
"L6","第1764回","2023/02/06","16","21","26","31","39","42",100,"41",100,"該当なし","該当なし","523,127,255円"
"L6","第1763回","2023/02/02","02","06","20","30","31","41",100,"11",100,"該当なし","該当なし","236,001,349円"
"L6","第1762回","2023/01/30","01","06","07","20","37","40",100,"10",100,"2口","211,296,300円","該当なし"
"L6","第1761回","2023/01/26","05","07","13","21","23","30",100,"42",100,"1口","600,000,000円","155,247,670円"
"L6","第1760回","2023/01/23","08","14","18","38","39","42",100,"30",100,"該当なし","該当なし","498,062,325円"
"L6","第1759回","2023/01/19","01","10","25","27","28","33",100,"15",100,"該当なし","該当なし","222,368,506円"
"L6","第1758回","2023/01/16","07","14","28","32","42","43",100,"17",100,"2口","143,786,400円","該当なし"
"L6","第1757回","2023/01/12","06","12","15","35","36","39",100,"42",100,"1口","200,000,000円","30,940,310円"
"L6","第1756回","2023/01/09","19","25","29","36","37","41",100,"02",100,"3口","90,288,300円","該当なし"
"L6","第1755回","2023/01/05","04","11","13","26","27","36",100,"15",100,"1口","492,706,600円","該当なし"
"L6","第1754回","2022/12/29","03","06","07","19","35","39",100,"21",100,"該当なし","該当なし","226,358,966円"
"L6","第1753回","2022/12/26","01","02","04","09","22","25",100,"38",100,"4口","120,198,100円","該当なし"
"L6","第1752回","2022/12/22","02","05","15","20","22","36",100,"08",100,"該当なし","該当なし","223,452,511円"
"L6","第1751回","2022/12/19","01","12","21","24","29","42",100,"32",100,"2口","145,793,100円","該当なし"
"L6","第1750回","2022/12/15","03","15","18","21","34","40",100,"01",100,"1口","200,000,000円","41,084,530円"
"L6","第1749回","2022/12/12","01","04","13","17","31","34",100,"18",100,"1口","496,122,900円","該当なし"
"L6","第1748回","2022/12/08","08","11","23","28","36","39",100,"06",100,"2口","600,000,000円","202,218,000円"
"L6","第1747回","2022/12/05","01","09","11","14","15","40",100,"32",100,"該当なし","該当なし","1,080,044,049円"
"L6","第1746回","2022/12/01","03","11","14","22","27","32",100,"31",100,"該当なし","該当なし","760,000,989円"
"L6","第1745回","2022/11/28","07","09","10","21","39","40",100,"32",100,"該当なし","該当なし","492,325,906円"
"L6","第1744回","2022/11/24","01","08","21","25","26","35",100,"20",100,"該当なし","該当なし","217,695,740円"
"L6","第1743回","2022/11/21","03","17","18","19","20","42",100,"09",100,"1口","525,681,400円","該当なし"
"L6","第1742回","2022/11/17","16","20","22","29","33","40",100,"25",100,"該当なし","該当なし","242,964,451円"
"L6","第1741回","2022/11/14","04","14","17","19","22","42",100,"06",100,"2口","282,134,100円","該当なし"
"L6","第1740回","2022/11/10","14","21","24","27","31","38",100,"05",100,"該当なし","該当なし","290,024,789円"
"L6","第1739回","2022/11/07","01","07","12","36","37","39",100,"41",100,"1口","200,000,000円","45,299,092円"
"L6","第1738回","2022/11/03","07","12","20","31","33","43",100,"14",100,"3口","168,079,300円","該当なし"
"L6","第1737回","2022/10/31","12","14","22","24","29","33",100,"03",100,"該当なし","該当なし","228,993,138円"
"L6","第1736回","2022/10/27","06","09","25","26","27","32",100,"11",100,"4口","123,702,000円","該当なし"
"L6","第1735回","2022/10/24","01","21","24","33","40","41",100,"12",100,"該当なし","該当なし","246,009,338円"
"L6","第1734回","2022/10/20","05","06","11","19","28","35",100,"42",100,"2口","103,129,400円","該当なし"
"L6","第1733回","2022/10/17","22","24","25","27","29","39",100,"07",100,"1口","516,755,500円","該当なし"
"L6","第1732回","2022/10/13","03","18","19","34","38","42",100,"14",100,"該当なし","該当なし","228,477,301円"
"L6","第1731回","2022/10/10","03","07","19","21","32","35",100,"06",100,"3口","71,117,500円","該当なし"
"L6","第1730回","2022/10/06","04","08","16","21","22","26",100,"23",100,"2口","231,356,100円","該当なし"
"L6","第1729回","2022/10/03","11","15","24","25","28","31",100,"09",100,"該当なし","該当なし","225,468,042円"
"L6","第1728回","2022/09/29","04","08","14","18","26","38",100,"03",100,"2口","106,579,500円","該当なし"
"L6","第1727回","2022/09/26","03","13","16","22","33","42",100,"15",100,"2口","254,648,900円","該当なし"
"L6","第1726回","2022/09/22","09","14","16","21","27","43",100,"26",100,"該当なし","該当なし","245,150,001円"
"L6","第1725回","2022/09/19","02","10","16","17","20","28",100,"01",100,"1口","200,000,000円","7,084,941円"
"L6","第1724回","2022/09/15","06","09","24","26","33","37",100,"16",100,"2口","237,946,800円","該当なし"
"L6","第1723回","2022/09/12","06","10","15","16","30","38",100,"26",100,"該当なし","該当なし","224,760,293円"
"L6","第1722回","2022/09/08","02","05","30","33","36","42",100,"28",100,"2口","117,408,500円","該当なし"
"L6","第1721回","2022/09/05","07","08","14","17","22","39",100,"30",100,"4口","56,371,800円","該当なし"
"L6","第1720回","2022/09/01","01","05","18","25","32","38",100,"20",100,"2口","112,190,500円","該当なし"
"L6","第1719回","2022/08/29","04","11","15","16","35","39",100,"36",100,"3口","163,593,600円","該当なし"
"L6","第1718回","2022/08/25","01","06","09","15","18","38",100,"10",100,"該当なし","該当なし","215,678,318円"
"L6","第1717回","2022/08/22","15","21","23","24","33","36",100,"40",100,"1口","505,268,900円","該当なし"
"L6","第1716回","2022/08/18","02","26","27","32","38","42",100,"09",100,"該当なし","該当なし","225,178,871円"
"L6","第1715回","2022/08/15","02","06","15","16","32","37",100,"25",100,"5口","340,516,100円","該当なし"
"L6","第1714回","2022/08/11","11","15","20","26","33","42",100,"16",100,"該当なし","該当なし","1,398,751,276円"
"L6","第1713回","2022/08/08","06","32","38","39","40","42",100,"37",100,"該当なし","該当なし","1,089,824,702円"
"L6","第1712回","2022/08/04","01","05","15","24","25","28",100,"14",100,"該当なし","該当なし","765,874,905円"
"L6","第1711回","2022/08/01","03","32","33","34","35","40",100,"05",100,"該当なし","該当なし","505,198,420円"
"L6","第1710回","2022/07/28","01","02","21","27","32","37",100,"14",100,"該当なし","該当なし","216,230,165円"
"L6","第1709回","2022/07/25","03","04","07","20","22","41",100,"05",100,"1口","496,248,600円","該当なし"
"L6","第1708回","2022/07/21","01","20","29","35","40","41",100,"16",100,"該当なし","該当なし","241,800,268円"
"L6","第1707回","2022/07/18","14","16","28","34","35","36",100,"26",100,"1口","489,691,600円","該当なし"
"L6","第1706回","2022/07/14","13","15","32","35","37","38",100,"25",100,"該当なし","該当なし","227,711,765円"
"L6","第1705回","2022/07/11","03","06","09","28","37","41",100,"05",100,"2口","272,161,500円","該当なし"
"L6","第1704回","2022/07/07","01","05","18","26","39","40",100,"31",100,"該当なし","該当なし","292,451,884円"
"L6","第1703回","2022/07/04","14","22","23","30","33","38",100,"18",100,"1口","200,000,000円","46,576,051円"
"L6","第1702回","2022/06/30","02","06","07","18","27","38",100,"14",100,"1口","198,347,600円","該当なし"
"L6","第1701回","2022/06/27","05","08","27","30","33","39",100,"10",100,"3口","168,435,800円","該当なし"
"L6","第1700回","2022/06/23","11","19","20","27","31","35",100,"06",100,"該当なし","該当なし","237,776,885円"
"L6","第1699回","2022/06/20","04","06","16","27","39","42",100,"01",100,"1口","507,202,600円","該当なし"
"L6","第1698回","2022/06/16","06","16","18","33","42","43",100,"11",100,"該当なし","該当なし","235,526,810円"
"L6","第1697回","2022/06/13","02","03","11","12","22","35",100,"26",100,"1口","516,523,200円","該当なし"
"L6","第1696回","2022/06/09","02","04","13","18","32","35",100,"12",100,"該当なし","該当なし","255,992,308円"
"L6","第1695回","2022/06/06","03","08","14","18","28","37",100,"39",100,"1口","200,000,000円","16,122,806円"
"L6","第1694回","2022/06/02","02","12","14","26","32","37",100,"29",100,"1口","267,868,300円","該当なし"
"L6","第1693回","2022/05/30","07","08","21","23","34","36",100,"11",100,"1口","200,000,000円","27,866,964円"
"L6","第1692回","2022/05/26","04","08","17","31","37","42",100,"14",100,"1口","520,778,600円","該当なし"
"L6","第1691回","2022/05/23","13","16","18","29","33","41",100,"26",100,"該当なし","該当なし","242,381,810円"
"L6","第1690回","2022/05/19","08","16","21","23","29","37",100,"38",100,"3口","72,360,700円","該当なし"
"L6","第1689回","2022/05/16","04","07","21","22","34","42",100,"31",100,"5口","48,329,100円","該当なし"
"L6","第1688回","2022/05/12","02","04","10","24","34","42",100,"08",100,"3口","173,844,600円","該当なし"
"L6","第1687回","2022/05/09","20","21","23","26","29","35",100,"22",100,"該当なし","該当なし","256,069,713円"
"L6","第1686回","2022/05/05","07","08","09","23","25","41",100,"11",100,"2口","102,693,600円","該当なし"
"L6","第1685回","2022/05/02","01","26","27","28","33","37",100,"08",100,"1口","332,065,800円","該当なし"
"L6","第1684回","2022/04/28","05","10","26","30","34","40",100,"31",100,"1口","200,000,000円","52,910,000円"
"L6","第1683回","2022/04/25","06","15","28","30","32","43",100,"21",100,"3口","526,693,900円","該当なし"
"L6","第1682回","2022/04/21","06","09","10","21","33","41",100,"14",100,"該当なし","該当なし","1,179,068,911円"
"L6","第1681回","2022/04/18","01","07","11","13","15","42",100,"33",100,"該当なし","該当なし","840,491,202円"
"L6","第1680回","2022/04/14","04","19","29","32","35","42",100,"25",100,"該当なし","該当なし","521,914,281円"
"L6","第1679回","2022/04/11","10","12","13","21","31","41",100,"27",100,"該当なし","該当なし","244,518,910円"
"L6","第1678回","2022/04/07","03","15","17","21","22","23",100,"13",100,"2口","109,880,500円","該当なし"
"L6","第1677回","2022/04/04","11","20","26","31","34","38",100,"32",100,"3口","205,631,800円","該当なし"
"L6","第1676回","2022/03/31","05","13","21","27","31","36",100,"11",100,"該当なし","該当なし","310,308,997円"
"L6","第1675回","2022/03/28","02","03","17","27","28","34",100,"06",100,"1口","200,000,000円","56,467,348円"
"L6","第1674回","2022/03/24","14","19","25","29","33","43",100,"31",100,"1口","522,554,500円","該当なし"
"L6","第1673回","2022/03/21","24","33","35","36","41","43",100,"21",100,"該当なし","該当なし","245,050,874円"
"L6","第1672回","2022/03/17","06","17","22","27","37","42",100,"34",100,"2口","114,360,000円","該当なし"
"L6","第1671回","2022/03/14","16","27","37","38","39","43",100,"10",100,"1口","549,305,500円","該当なし"
"L6","第1670回","2022/03/10","01","16","20","23","32","37",100,"18",100,"該当なし","該当なし","245,483,960円"
"L6","第1669回","2022/03/07","02","04","13","14","22","29",100,"26",100,"2口","306,391,000円","該当なし"
"L6","第1668回","2022/03/03","05","16","21","24","31","34",100,"29",100,"1口","600,000,000円","331,915,902円"
"L6","第1667回","2022/02/28","05","08","18","25","40","43",100,"17",100,"該当なし","該当なし","600,583,728円"
"L6","第1666回","2022/02/24","14","16","26","37","41","43",100,"31",100,"該当なし","該当なし","311,283,430円"
"L6","第1665回","2022/02/21","19","22","24","29","34","41",100,"09",100,"1口","200,000,000円","47,590,471円"
"L6","第1664回","2022/02/17","07","10","17","20","21","27",100,"15",100,"1口","498,086,000円","該当なし"
"L6","第1663回","2022/02/14","01","06","19","21","27","39",100,"03",100,"該当なし","該当なし","228,097,048円"
"L6","第1662回","2022/02/10","04","17","18","25","26","27",100,"32",100,"1口","518,825,300円","該当なし"
"L6","第1661回","2022/02/07","06","14","31","35","38","43",100,"12",100,"該当なし","該当なし","260,015,227円"
"L6","第1660回","2022/02/03","03","13","29","35","42","43",100,"15",100,"1口","321,050,200円","該当なし"
"L6","第1659回","2022/01/31","04","10","23","25","37","42",100,"06",100,"1口","200,000,000円","49,073,733円"
"L6","第1658回","2022/01/27","10","11","19","29","30","36",100,"37",100,"2口","160,290,900円","該当なし"
"L6","第1657回","2022/01/24","11","13","16","19","20","38",100,"25",100,"1口","200,000,000円","57,866,369円"
"L6","第1656回","2022/01/20","11","12","14","28","36","38",100,"37",100,"2口","462,303,000円","該当なし"
"L6","第1655回","2022/01/17","21","23","31","38","42","43",100,"40",100,"該当なし","該当なし","606,988,061円"
"L6","第1654回","2022/01/13","09","10","14","21","22","33",100,"26",100,"該当なし","該当なし","285,849,238円"
"L6","第1653回","2022/01/10","02","07","10","12","29","36",100,"06",100,"1口","200,000,000円","23,285,229円"
"L6","第1652回","2022/01/06","08","15","16","23","38","43",100,"02",100,"2口","119,844,100円","該当なし"
"L6","第1651回","2021/12/30","07","12","15","21","27","32",100,"28",100,"2口","119,491,000円","該当なし"
"L6","第1650回","2021/12/27","01","03","15","33","39","43",100,"30",100,"4口","132,929,600円","該当なし"
"L6","第1649回","2021/12/23","08","16","19","23","29","41",100,"01",100,"該当なし","該当なし","236,315,434円"
"L6","第1648回","2021/12/20","02","03","22","26","35","42",100,"38",100,"3口","275,607,500円","該当なし"
"L6","第1647回","2021/12/16","03","08","14","15","19","35",100,"12",100,"該当なし","該当なし","514,883,908円"
"L6","第1646回","2021/12/13","03","19","21","29","39","43",100,"25",100,"該当なし","該当なし","246,698,413円"
"L6","第1645回","2021/12/09","02","08","13","14","33","40",100,"06",100,"3口","93,784,600円","該当なし"
"L6","第1644回","2021/12/06","01","09","14","28","32","40",100,"15",100,"1口","200,000,000円","47,978,103円"
"L6","第1643回","2021/12/02","10","11","12","15","16","40",100,"33",100,"2口","140,904,800円","該当なし"
"L6","第1642回","2021/11/29","05","15","16","24","34","39",100,"13",100,"1口","200,000,000円","38,749,670円"
"L6","第1641回","2021/11/25","02","05","07","12","16","20",100,"33",100,"7口","29,018,900円","該当なし"
"L6","第1640回","2021/11/22","08","09","19","21","27","30",100,"17",100,"2口","401,018,100円","該当なし"
"L6","第1639回","2021/11/18","05","09","13","20","26","32",100,"28",100,"該当なし","該当なし","524,812,177円"
"L6","第1638回","2021/11/15","21","25","26","35","39","40",100,"18",100,"該当なし","該当なし","263,064,473円"
"L6","第1637回","2021/11/11","02","03","11","16","27","36",100,"29",100,"2口","103,420,200円","該当なし"
"L6","第1636回","2021/11/08","01","12","24","26","30","36",100,"29",100,"4口","59,738,300円","該当なし"
"L6","第1635回","2021/11/04","04","08","19","32","36","43",100,"30",100,"2口","407,945,900円","該当なし"
"L6","第1634回","2021/11/01","18","19","20","23","29","35",100,"17",100,"該当なし","該当なし","519,489,077円"
"L6","第1633回","2021/10/28","03","07","09","26","35","36",100,"28",100,"該当なし","該当なし","227,231,251円"
"L6","第1632回","2021/10/25","01","09","24","28","31","41",100,"02",100,"3口","80,875,700円","該当なし"
"L6","第1631回","2021/10/21","07","15","23","26","30","35",100,"36",100,"2口","116,123,800円","該当なし"
"L6","第1630回","2021/10/18","10","11","24","33","34","36",100,"42",100,"4口","136,548,900円","該当なし"
"L6","第1629回","2021/10/14","19","23","30","31","32","40",100,"13",100,"該当なし","該当なし","252,051,095円"
"L6","第1628回","2021/10/11","01","03","10","12","26","42",100,"13",100,"2口","563,845,400円","該当なし"
"L6","第1627回","2021/10/07","21","22","23","26","36","38",100,"13",100,"該当なし","該当なし","817,414,530円"
"L6","第1626回","2021/10/04","09","11","19","23","30","43",100,"27",100,"該当なし","該当なし","501,647,043円"
"L6","第1625回","2021/09/30","01","04","08","11","30","42",100,"09",100,"該当なし","該当なし","220,819,031円"
"L6","第1624回","2021/09/27","03","05","17","25","33","39",100,"19",100,"4口","57,625,000円","該当なし"
"L6","第1623回","2021/09/23","07","12","15","17","19","29",100,"22",100,"2口","260,837,600円","該当なし"
"L6","第1622回","2021/09/20","16","29","34","35","40","41",100,"26",100,"該当なし","該当なし","253,752,770円"
"L6","第1621回","2021/09/16","03","10","22","23","26","39",100,"01",100,"1口","512,063,000円","該当なし"
"L6","第1620回","2021/09/13","07","15","19","24","25","28",100,"11",100,"該当なし","該当なし","236,227,979円"
"L6","第1619回","2021/09/09","03","05","17","20","24","38",100,"13",100,"1口","582,585,000円","該当なし"
"L6","第1618回","2021/09/06","02","10","14","17","37","43",100,"38",100,"該当なし","該当なし","309,939,596円"
"L6","第1617回","2021/09/02","02","19","21","24","26","41",100,"23",100,"1口","200,000,000円","45,144,696円"
"L6","第1616回","2021/08/30","01","04","06","21","34","41",100,"12",100,"1口","478,273,700円","該当なし"
"L6","第1615回","2021/08/26","02","05","06","13","19","29",100,"25",100,"1口","600,000,000円","192,257,783円"
"L6","第1614回","2021/08/23","04","05","20","29","40","43",100,"24",100,"該当なし","該当なし","521,307,271円"
"L6","第1613回","2021/08/19","09","17","22","25","30","41",100,"15",100,"該当なし","該当なし","228,496,717円"
"L6","第1612回","2021/08/16","05","08","12","16","27","38",100,"42",100,"8口","25,388,800円","該当なし"
"L6","第1611回","2021/08/12","03","14","16","24","32","36",100,"34",100,"2口","259,020,800円","該当なし"
"L6","第1610回","2021/08/09","01","08","13","22","41","42",100,"40",100,"該当なし","該当なし","266,800,327円"
"L6","第1609回","2021/08/05","04","12","16","34","35","41",100,"05",100,"1口","200,000,000円","31,561,885円"
"L6","第1608回","2021/08/02","10","18","22","23","25","35",100,"19",100,"1口","509,282,000円","該当なし"
"L6","第1607回","2021/07/29","10","13","14","15","17","22",100,"40",100,"該当なし","該当なし","231,585,365円"
"L6","第1606回","2021/07/26","18","23","25","26","32","34",100,"43",100,"1口","505,790,600円","該当なし"
"L6","第1605回","2021/07/22","02","05","08","20","29","40",100,"06",100,"該当なし","該当なし","224,721,445円"
"L6","第1604回","2021/07/19","12","21","23","36","37","38",100,"06",100,"4口","303,278,000円","該当なし"
"L6","第1603回","2021/07/15","04","06","32","35","40","42",100,"26",100,"該当なし","該当なし","891,835,621円"
"L6","第1602回","2021/07/12","01","02","07","14","32","42",100,"33",100,"該当なし","該当なし","577,560,631円"
"L6","第1601回","2021/07/08","06","13","17","18","21","41",100,"37",100,"該当なし","該当なし","298,461,714円"
"L6","第1600回","2021/07/05","07","14","22","35","37","39",100,"24",100,"1口","200,000,000円","52,913,916円"
"L6","第1599回","2021/07/01","01","02","20","22","35","38",100,"04",100,"1口","337,889,600円","該当なし"
"L6","第1598回","2021/06/28","09","11","26","28","39","43",100,"01",100,"1口","200,000,000円","64,156,365円"
"L6","第1597回","2021/06/24","02","03","08","17","23","32",100,"12",100,"3口","454,290,200円","該当なし"
"L6","第1596回","2021/06/21","10","15","30","35","42","43",100,"26",100,"該当なし","該当なし","1,065,679,551円"
"L6","第1595回","2021/06/17","16","21","30","32","40","43",100,"15",100,"1口","600,000,000円","722,046,804円"
"L6","第1594回","2021/06/14","01","05","06","13","34","36",100,"18",100,"1口","600,000,000円","951,269,641円"
"L6","第1593回","2021/06/10","06","17","18","35","37","38",100,"16",100,"該当なし","該当なし","1,220,647,866円"
"L6","第1592回","2021/06/07","04","16","25","30","36","43",100,"19",100,"1口","600,000,000円","915,087,669円"
"L6","第1591回","2021/06/03","07","09","18","21","26","43",100,"14",100,"1口","600,000,000円","1,170,178,009円"
"L6","第1590回","2021/05/31","10","12","15","29","33","42",100,"17",100,"1口","600,000,000円","1,433,672,168円"
"L6","第1589回","2021/05/27","11","21","25","31","36","39",100,"32",100,"1口","600,000,000円","1,674,674,315円"
"L6","第1588回","2021/05/24","06","16","27","31","32","34",100,"11",100,"該当なし","該当なし","1,884,619,690円"
"L6","第1587回","2021/05/20","16","21","22","27","36","43",100,"37",100,"該当なし","該当なし","1,519,263,024円"
"L6","第1586回","2021/05/17","02","13","19","27","40","42",100,"14",100,"該当なし","該当なし","1,165,623,025円"
"L6","第1585回","2021/05/13","02","06","10","13","16","32",100,"09",100,"該当なし","該当なし","838,477,235円"
"L6","第1584回","2021/05/10","13","15","18","30","37","43",100,"09",100,"1口","600,000,000円","560,297,731円"
"L6","第1583回","2021/05/06","05","07","16","34","39","41",100,"29",100,"該当なし","該当なし","815,104,198円"
"L6","第1582回","2021/05/03","18","32","35","36","39","41",100,"28",100,"該当なし","該当なし","518,260,405円"
"L6","第1581回","2021/04/29","06","12","30","31","41","43",100,"01",100,"該当なし","該当なし","230,344,081円"
"L6","第1580回","2021/04/26","05","07","11","12","24","31",100,"03",100,"9口","54,374,500円","該当なし"
"L6","第1579回","2021/04/22","23","29","32","33","37","42",100,"01",100,"該当なし","該当なし","250,321,018円"
"L6","第1578回","2021/04/19","03","15","17","19","21","34",100,"04",100,"2口","273,075,900円","該当なし"
"L6","第1577回","2021/04/15","13","14","15","28","37","39",100,"04",100,"該当なし","該当なし","268,942,151円"
"L6","第1576回","2021/04/12","05","07","10","17","29","32",100,"37",100,"1口","200,000,000円","20,753,880円"
"L6","第1575回","2021/04/08","02","08","15","24","32","39",100,"09",100,"5口","42,570,000円","該当なし"
"L6","第1574回","2021/04/05","01","02","03","20","31","32",100,"13",100,"1口","321,516,000円","該当なし"
"L6","第1573回","2021/04/01","02","10","16","38","39","43",100,"11",100,"1口","200,000,000円","68,970,442円"
"L6","第1572回","2021/03/29","04","06","10","19","28","38",100,"40",100,"4口","54,869,000円","該当なし"
"L6","第1571回","2021/03/25","01","02","05","25","40","41",100,"26",100,"1口","447,344,100円","該当なし"
"L6","第1570回","2021/03/22","01","19","22","23","31","36",100,"24",100,"1口","600,000,000円","183,123,869円"
"L6","第1569回","2021/03/18","02","08","29","31","32","33",100,"16",100,"該当なし","該当なし","490,783,276円"
"L6","第1568回","2021/03/15","02","05","07","10","16","34",100,"14",100,"該当なし","該当なし","221,755,287円"
"L6","第1567回","2021/03/11","05","07","19","26","37","40",100,"34",100,"2口","111,522,300円","該当なし"
"L6","第1566回","2021/03/08","12","13","20","24","30","35",100,"34",100,"2口","139,763,500円","該当なし"
"L6","第1565回","2021/03/04","05","09","17","28","30","37",100,"27",100,"1口","200,000,000円","20,374,543円"
"L6","第1564回","2021/03/01","05","06","18","20","27","37",100,"07",100,"3口","268,498,000円","該当なし"
"L6","第1563回","2021/02/25","01","12","20","26","35","37",100,"02",100,"該当なし","該当なし","512,240,826円"
"L6","第1562回","2021/02/22","02","04","15","16","26","33",100,"25",100,"該当なし","該当なし","235,538,502円"
"L6","第1561回","2021/02/18","12","15","26","34","35","38",100,"07",100,"2口","149,668,200円","該当なし"
"L6","第1560回","2021/02/15","07","19","24","32","40","42",100,"22",100,"1口","200,000,000円","43,496,170円"
"L6","第1559回","2021/02/11","04","15","17","20","26","31",100,"43",100,"1口","480,866,800円","該当なし"
"L6","第1558回","2021/02/08","01","12","25","27","39","42",100,"16",100,"1口","600,000,000円","213,722,015円"
